137,158,526,162,526,189,137,186
136,221,492,224,492,250,135,247
157,1112,472,1114,472,1140,157,1137
147,1142,487,1145,487,1171,147,1168
41,428,381,431,381,457,41,455
161,310,458,312,458,340,161,338
180,127,441,130,441,157,180,154
148,638,424,641,423,667,148,664
198,281,406,283,405,307,198,305
57,698,457,697,457,724,57,726
131,966,521,970,520,995,131,991
224,254,380,255,380,278,224,277
234,191,365,193,365,218,233,217
66,728,364,732,363,757,66,753
241,368,374,370,374,398,240,395
64,669,451,668,451,695,64,696
177,519,417,521,417,548,177,545
75,758,347,760,347,785,75,783
44,1029,173,1030,172,1052,44,1051
174,489,361,491,360,516,173,514
172,460,342,461,342,486,172,485
35,937,183,939,182,963,34,961
39,1056,161,1058,160,1081,38,1079
468,907,547,909,547,933,467,932
42,817,171,819,170,845,42,843
38,578,135,579,135,607,38,605
485,670,579,671,579,695,485,693
489,758,579,761,579,786,489,784
486,699,579,701,578,726,485,724
432,938,551,940,551,964,432,961
486,729,581,731,580,755,486,753
37,491,123,493,122,517,36,515
64,848,180,849,180,874,64,872
428,849,549,851,549,873,427,871
491,459,589,461,588,486,490,484
37,520,118,522,118,546,37,544
166,849,280,850,280,874,166,872
397,1055,472,1057,471,1082,396,1081
386,1028,467,1029,467,1051,386,1050
529,1055,590,1057,589,1083,529,1081
39,911,100,912,99,932,39,931
477,818,551,818,551,844,477,843
34,461,96,463,96,485,33,484
539,1028,587,1029,587,1051,539,1050
550,580,593,581,593,606,549,605
283,40,348,42,347,66,282,64
